id,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,x1,x2
11,96.68756423,94.38930531,84.62367196,83.01374405,77.15393658,75.54788138,68.97979117,66.40112638,63.20979817,59.9451596,0,0.784730303,2.096460824,3.004502797,3.899772059,4.859469107,6.191886963,6.927676726,8.00743364,9,-1.002171486,0.629457013
12,109.77496,105.1275415,100.8556855,93.64875762,89.08582755,81.78670532,82.32762027,79.05056949,78.05192319,75.3176918,0,0.855227409,1.951870046,3.043395802,4.191332334,5.163928338,5.775685116,6.801574669,7.9106476,9,1.838746158,0.84795856
13,107.708246,105.2883143,99.22555011,91.87321967,90.92939496,84.56535414,84.57862874,83.15583871,82.90463005,80.55821909,0,0.892881139,2.049355333,3.216133814,3.906483296,5.231162309,6.104229921,6.81075749,7.865820672,9,0.557184554,0.823410558
14,108.485587,103.1839202,99.52067156,96.38287859,93.37363699,90.20540667,89.66360662,85.31961909,84.22267104,83.89285753,0,1.035104875,1.939768488,3.20430475,3.848732373,4.851631777,5.855084951,7.20258771,8.220288248,9,0.464922212,0.915962207
15,98.66119299,91.16719927,85.81256713,80.31775247,74.40560429,72.03380285,72.33326364,72.21238227,68.90059264,70.79154628,0,0.90589376,2.024749601,3.244065406,4.124821523,5.243897473,5.910330734,6.8602968,8.155384862,9,0.647511309,-0.767175861
16,95.54202979,91.28901936,84.92658389,78.64098017,75.79265458,71.90869471,68.86864381,66.30917558,66.65749654,63.79720576,0,1.114069218,1.884968448,2.780244786,3.80916306,4.854563468,5.924125547,7.211253612,7.913440255,9,-0.764897508,-0.445954156
17,101.2363668,96.478218,92.80193449,89.13093351,86.05954088,82.11470745,77.78969896,77.17893213,74.27570557,71.68871334,0,1.053934112,1.915653995,3.056304572,3.834352156,5.078168978,5.846921986,7.078353138,8.03010839,9,1.182931797,1.756068394
18,96.65589089,87.88507699,83.41811213,75.39384698,69.38695056,66.08210069,62.19290715,57.51006656,53.81884711,50.7828789,0,1.209139414,2.109771432,3.085550283,4.02957259,4.82385908,5.862272018,6.857146602,8.094701782,9,-0.41223296,0.167054977
19,101.1772404,96.37912583,92.36937093,89.10868221,82.77038187,80.71866125,81.34941841,78.63332674,77.04359405,76.45412426,0,0.849492755,2.159559416,2.847478899,4.168728232,5.115006612,6.159006721,7.08762762,7.964708992,9,-0.505794499,0.735657914
20,105.9185528,100.0660725,97.51514779,96.22851799,92.28506891,88.46293106,86.97160523,89.0436524,86.35758949,87.13760328,0,1.167829021,2.153255141,2.801401103,3.922741475,4.842369439,6.232154861,6.8722153,8.061171119,9,-0.97713242,0.330636991
21,103.1097817,96.26093051,94.25009225,92.59388074,89.25299726,83.45406467,83.09806127,76.16883161,76.16473976,69.95230934,0,1.201702476,2.211272962,2.894168668,3.800296372,4.838469632,5.800116384,7.193226134,7.979382254,9,0.503941223,0.994593806
22,110.1204349,106.1338599,100.8382295,96.90869968,93.96911042,90.00149122,87.02486731,87.39521771,85.55229942,85.18738065,0,0.866747606,1.934066366,3.107221348,3.900207666,4.890894557,6.007649595,6.760348693,7.828571771,9,1.275838023,0.96973845
23,100.2105711,94.49293825,89.49114491,86.32534838,80.35365162,76.27856022,73.84187524,74.73509184,72.96984884,71.63274469,0,0.793616526,1.90271914,2.93500111,3.908331064,5.129180531,5.770623919,7.167005614,8.085410637,9,1.422867356,-0.641219231
24,103.4244891,96.09288499,92.90660788,86.21421204,79.66472415,73.61968512,72.40823552,68.78309495,67.85746372,66.06534048,0,0.860726477,1.981787005,2.867618737,4.10910363,5.172338965,5.968800805,6.940983099,8.032208349,9,-0.21959757,-0.363690288
25,100.1803044,93.24545492,85.97602596,81.36401254,72.19015764,70.42721287,68.3977083,66.37291518,63.87192656,61.30028353,0,0.915460733,2.062550383,2.863019012,4.248287486,4.772153299,6.151607036,6.875931028,7.767593447,9,0.44732296,0.463585112
26,94.52843703,89.21044635,85.1708417,77.30231615,70.76108126,67.77439472,62.80837558,60.63185387,55.66749758,52.48282017,0,1.16050905,1.891793478,2.981428199,4.247328985,4.88378055,6.139960707,6.867893575,8.213868233,9,-0.532442716,-0.408760066
27,101.6212218,95.78777785,90.39919382,88.23274672,78.32386303,76.51874369,74.89970117,76.92038139,73.79969827,73.36765009,0,1.117901554,2.141736424,2.792185405,4.171101691,5.047007801,6.122532428,7.078951075,7.999626462,9,0.59145938,0.443348254
28,91.55590324,83.04237904,76.85925807,69.50415317,62.89246574,59.19164796,58.92783951,56.25818533,53.23293285,51.09685544,0,1.151758824,2.092315032,3.0572672,4.212654554,4.907103737,6.136662581,6.814790067,8.061383317,9,0.014755388,-0.055001804
29,98.80410116,94.01285232,87.26602087,81.59971301,77.59280997,72.74047012,68.93379682,66.84389018,62.32867563,59.61792489,0,1.205882843,2.24785912,3.041388688,3.835043481,4.944670904,6.154802795,7.083494479,8.190236372,9,0.866572945,-0.320305633
30,109.5746534,104.1941075,98.5351476,93.78640703,89.07501297,83.04139337,82.19968877,81.12213943,77.92264964,76.71614076,0,1.046306653,2.034728692,2.807354204,3.791254879,4.8240341,6.136142541,7.034408084,8.055416448,9,-0.235038476,0.901022244
31,107.2980372,102.2016975,97.74992349,94.21977295,88.41463404,83.51499871,84.86718424,82.77791468,83.7918739,83.21163374,0,1.189346486,2.101670703,2.810803599,4.086111728,5.108505079,6.193300751,7.150443264,8.04862734,9,-0.487626631,0.152259241
32,98.39986896,93.28418917,86.67629028,84.70427165,77.81975354,71.95833853,71.9778872,71.10342446,67.5347926,70.52186253,0,0.977799664,2.164980722,2.817294706,3.903112243,4.973044909,6.103808712,6.886078741,8.005301686,9,0.661219735,0.4339116
33,96.74407993,92.68713232,86.29425451,80.52605003,76.59392883,70.49955251,66.49797309,64.68429957,61.36832777,57.04923705,0,0.853985378,1.76925076,3.208919971,3.898815858,5.232741989,5.925575797,6.792397241,7.795618923,9,0.529152211,-0.203714074
34,101.3081956,97.45963617,89.82265333,82.0672207,75.33560837,74.00090684,70.08913599,69.27345364,66.43414957,65.19627506,0,0.869282579,1.971005458,2.794761749,4.146847021,5.01926338,6.212197609,6.813996857,8.171070199,9,-1.548027295,-1.272752401
35,101.087651,96.47507967,91.92317027,87.96354274,83.62171416,79.2647372,77.42469676,76.35282329,72.976801,72.74743201,0,0.83916388,1.938082083,2.783210646,3.791824304,5.144169403,6.201036725,7.193659888,8.199218974,9,0.778129397,1.395594371
36,97.35146219,90.72817628,85.20898291,81.41779266,74.776452,71.96659752,66.41517251,63.80402218,61.67027189,57.95209424,0,1.185590034,2.082136662,2.985610624,3.83603951,5.175872428,6.128475489,6.876834919,8.124383587,9,-0.015767083,-0.825943426
37,97.04541786,92.73266903,82.8321984,77.52120142,67.47972887,67.29926046,67.09734552,64.97437684,64.56068603,61.72191251,0,0.765437339,2.229390126,2.903172502,4.246160609,4.872859143,6.24536104,6.903810569,7.993090534,9,-0.150689864,-1.100643615
38,108.2733281,99.9899023,97.39215032,89.29268287,83.99746568,79.68698023,76.57562275,74.24270445,74.19961431,71.71174996,0,1.164270493,1.948184054,3.245081339,4.19017143,5.016439761,5.942287761,7.159624833,7.823249285,9,0.287125834,1.470844495
39,96.97003352,93.49591507,88.36864708,84.35107847,81.86309614,76.82611102,74.65149217,74.8330148,73.34994514,69.67411287,0,1.135858266,2.072962943,2.840972979,3.756261867,4.987304186,6.113062607,6.789970794,8.043945182,9,-0.172862214,0.405431688
40,86.16980832,82.28493749,77.23547654,72.95489183,69.32312604,65.69305943,64.45005466,65.14574055,64.64237674,64.35953843,0,0.778696286,1.975894696,2.837586336,4.214384134,4.994976141,5.900033626,7.246521063,7.904910251,9,-0.364228487,2.049722651
41,105.1801719,101.7857899,95.64777635,91.65237888,85.91523021,80.72328038,80.69862025,82.34139173,80.81481949,80.0495111,0,0.897243294,1.833208868,2.800746477,3.989925941,4.884568449,6.168504959,7.095170275,7.824265012,9,1.359655916,1.065076498
42,93.01761488,91.31659048,85.45764248,80.04636199,76.1465698,74.02277811,71.8565087,69.44369435,67.25363372,67.26376427,0,0.915934968,1.849250316,2.944151703,4.072317293,4.780067704,5.929317117,6.967347154,7.940254745,9,-0.652433245,0.136106267
43,99.43282298,92.07381701,86.63121695,80.67135314,74.58056185,68.41478951,66.00654328,64.94863446,62.43760702,57.95817688,0,1.218810283,2.023678251,3.099540925,3.80899426,4.977591018,6.072880218,7.035702655,8.033065326,9,0.569318629,-1.828671446
44,103.4207259,97.18072422,90.69897251,85.07479251,80.05834606,75.17888737,71.80662811,67.77054027,61.64118923,58.71314275,0,1.088147205,2.117102686,3.219806705,3.909897995,5.082391031,5.924020723,6.958522802,8.164384606,9,-0.9843322,-0.833381155
45,97.78044862,92.4562689,86.68692307,81.57221535,78.16259391,73.25255121,66.21055304,62.88625336,58.73195278,53.98075045,0,1.04807152,2.1143134,2.911835118,3.889967649,5.164042747,6.120635192,6.961639688,7.752105135,9,-2.222525124,-1.136117938
46,111.7249834,103.8158922,99.79182636,91.9038501,88.02006117,84.25674775,81.10890532,78.74980333,77.72564723,76.30447922,0,1.112630252,1.819779602,3.245139317,4.007069105,4.918569129,6.027063869,7.018592929,7.919207113,9,-0.463792868,0.303810751
47,99.58005628,93.92121306,89.19248593,87.69187206,81.73951501,76.81801225,77.37165617,75.82973775,71.90263642,71.04811837,0,0.845195475,2.044828059,3.041906709,4.073220624,5.021204536,5.81377931,7.060141956,7.916057805,9,1.449577643,-0.810033782
48,99.92968129,94.45533569,89.47715036,85.70713504,83.38585238,79.78894195,76.32502204,72.89738618,72.21345996,68.35568091,0,1.117459959,2.126841046,3.056035131,3.824557307,4.886517847,5.831157437,7.074422868,8.100100861,9,0.121259182,-0.35396115
49,99.74546929,94.40191761,88.78467693,83.70196176,76.98488767,77.12847321,72.31025594,72.26378195,70.02568675,66.12900971,0,1.08794007,2.173801866,2.935170586,4.216192872,4.764618186,6.135746946,6.944007418,7.947829291,9,-0.667800456,0.330443373
50,99.80269881,95.81237767,89.65979293,86.29400257,79.79361816,81.40057829,80.42452914,79.09408044,79.42032968,78.49183222,0,0.897660063,2.035160086,2.850855054,4.033897316,4.913358947,6.104701037,6.90208648,7.966403682,9,0.342808045,1.255618979
51,93.69427458,87.79645956,81.77076651,78.00174665,72.19129761,67.62024519,65.04650486,62.44550887,62.35691445,59.67640654,0,1.127523368,2.029258289,3.172760275,3.945578318,5.177306422,6.241946594,7.066336055,8.213048362,9,0.866816774,0.73095268
52,106.288047,102.0801603,96.75650692,94.88008663,92.19538361,88.39767652,86.39725763,84.12407975,82.26984819,81.8099671,0,1.208930013,2.086396816,3.026488075,3.815602332,4.761317629,6.057055924,6.76079699,7.923496827,9,-1.568424313,0.211590434
53,103.9667214,97.94350682,94.01090588,88.25411096,84.56511609,78.85789775,80.13105717,75.81714035,77.09612122,73.70066859,0,1.236103564,1.931961084,3.192763697,3.836358836,5.043703011,6.084998526,7.093578096,7.857344651,9,-0.582902885,-0.415429484
54,98.57604933,93.32011621,88.18769778,81.18131316,74.81641672,71.1418847,70.89784395,70.91314711,65.62018858,68.54273059,0,0.889221247,1.906709285,3.130335214,3.924577225,4.943467886,5.891097686,7.036173497,8.058776087,9,-1.264484767,0.967608763
55,99.86942642,94.88499167,92.60914049,85.81122641,82.91127723,79.14812224,78.40925177,78.41091531,80.24224936,78.53734328,0,1.14627051,1.992235816,3.076821855,3.844944587,4.766345785,5.757456081,6.950033756,8.188917195,9,0.109464817,0.330415606
56,109.4184933,106.2893429,103.0644526,97.55421674,89.47846624,88.16376457,89.55948453,89.18822877,89.05457949,90.23114761,0,0.750437026,1.792224436,3.03528276,4.077951523,4.81872749,5.784452007,6.89088169,8.134295566,9,2.169666869,0.023468387
57,108.2040215,103.8385034,100.7331954,99.78404622,95.92817745,92.78386843,89.43313091,84.59493821,81.80651072,76.7408275,0,1.203481774,2.082374589,2.760930778,3.750220376,4.902837904,5.861637667,7.081781176,7.89184836,9,-0.182499436,-0.568597712
58,101.0989487,95.64943375,91.01308336,84.99277208,80.19153369,80.11984304,75.43500364,75.07477016,73.9271163,69.1236179,0,1.232514687,2.035196568,3.034714499,4.167150062,4.878855978,6.145334802,6.773559516,7.77691795,9,0.711718648,1.704836367
59,93.60981556,87.90972523,80.25737492,76.31182506,71.3069345,70.47383386,68.65026819,67.20219425,63.2005284,64.4742719,0,0.777479259,2.121543868,2.928161236,4.012770755,4.824940125,6.069162498,6.990209693,8.055409143,9,-0.412512764,0.142747169
60,100.0957555,93.77755693,86.54494772,81.26375065,74.08578167,71.72575112,71.06828059,66.36704925,63.5913631,59.76475001,0,0.972714059,2.168578445,3.226547577,4.226954425,5.192846963,5.754216685,7.134853772,8.164683412,9,-1.035086078,-0.66725077
61,98.20383818,94.62466265,87.63867451,82.89476895,80.21692862,72.40591094,70.9388678,70.68046105,66.14146425,64.11788401,0,0.777003936,2.049661863,3.117947138,3.770484351,5.1318705,5.751500917,7.247026806,7.803088381,9,-0.92011934,0.311950713
62,113.8665391,110.0105287,104.3686627,101.2970425,97.4013463,94.47987322,93.72019556,94.15557496,92.71513894,91.931339,0,0.752886767,2.130562462,3.076607422,3.887254681,4.766368365,6.140385486,7.18183319,8.083086428,9,2.274619852,1.117776313
63,94.9823596,91.51793327,84.45178583,80.89707716,75.86620042,74.27749388,71.2463374,68.80777536,62.18341654,63.40094382,0,0.812824798,1.90006951,2.928802798,4.150247909,4.85302665,5.895125922,6.778930514,8.127986145,9,-0.650440502,-0.115976707
64,99.13460442,94.4673114,87.11641728,82.14353708,74.67494513,71.73524566,68.77108146,66.69588775,65.08356123,62.98025391,0,1.003027662,2.07923712,2.78178459,3.998840043,5.043418254,5.772967435,7.14551702,7.904291777,9,0.533320698,0.460175481
65,108.4990728,103.1577341,99.9782418,92.87873327,90.93326877,87.10747917,85.73251936,83.07390967,82.42164525,79.29883574,0,1.117282463,1.878409726,3.014104817,4.030232901,4.807324062,5.833275545,7.176376221,7.949980572,9,0.829298399,-0.416140727
66,100.102386,95.46405758,88.24356453,84.55997267,81.00386779,76.79656589,74.38668914,72.06105908,70.51556683,66.34131396,0,0.858485269,2.245581295,3.003996085,4.213219311,5.070899504,5.963328673,7.150981734,7.994106661,9,0.168620122,-1.972141673
67,105.053636,97.99650174,91.40966182,87.98833582,80.29440913,73.13882525,75.39531097,73.62666343,71.03805429,69.73088139,0,0.893000534,2.167374572,2.843479503,3.957040398,4.873894438,6.169746152,6.974176807,8.032841796,9,-0.165476977,-0.664958225
68,107.6843489,105.0664204,96.86143364,88.29412325,86.08554093,80.30986156,80.21548778,79.13993486,78.93741176,77.16437889,0,0.892707426,2.118944534,2.915081674,3.941661734,5.155636891,5.796936857,7.023474074,7.849179465,9,0.443844684,0.837632365
69,109.2033681,101.2910432,102.3751508,96.98698545,91.28003735,89.53922988,88.066267,87.72870857,84.50265786,84.21946602,0,1.14018115,1.804236001,2.945461989,4.178719008,4.969188205,5.765489766,6.937951619,8.128487555,9,-0.169628128,1.870990222
70,93.3192659,88.08515082,81.89468461,75.11102458,68.9788487,66.29682946,62.22217779,60.96752656,57.016974,56.87702447,0,1.047214212,2.162873521,3.165202485,4.238725058,5.165738887,6.086735748,7.103514758,8.172828269,9,0.523849347,-0.517168832
71,102.896166,98.8849235,94.72477616,89.60796517,82.90017971,81.38308695,80.02196679,80.72359895,81.95117165,81.80217874,0,0.961895947,1.799193295,3.125515045,4.109215159,4.985343466,5.804225772,7.002429741,8.194907381,9,0.211700002,-1.643659672
72,109.8169492,104.7913624,99.17451328,92.12577561,87.99014408,80.81592223,77.7470705,76.04819545,75.1909173,74.97607637,0,1.135054616,1.892199117,3.172209804,3.7891148,5.235816241,6.147211499,7.033211981,8.03813517,9,-0.250140858,-0.311120421
73,94.15612416,89.53667498,87.48204589,80.07106861,77.00331632,77.17515889,74.55271008,74.81569564,73.06895457,73.66048647,0,0.931081798,1.886056072,3.229961062,4.19851974,5.140628705,6.24361181,6.887405578,8.19488545,9,0.170190699,0.989445324
74,102.3903597,96.07400404,93.92513426,88.3311908,83.42901185,82.07020637,79.87075699,76.4875762,74.5346761,73.53741148,0,1.24427792,2.020900507,2.914381171,3.925143296,4.973176099,5.791787331,7.020493662,7.871182754,9,-0.725372382,-0.438401712
75,101.328494,94.73471499,90.20688679,85.34575055,76.46353463,73.11734449,68.51170165,65.54172202,63.11351664,60.20060975,0,1.240960637,1.785637551,2.919672476,4.163261842,4.801715702,6.030474159,6.914139045,7.810510748,9,1.032442056,0.143073992
76,103.2956426,100.7164977,94.67589434,89.79210038,86.28838137,82.98917994,84.49228625,81.95965067,82.29875587,81.0044877,0,0.86399459,2.072434822,2.960533659,4.199060931,4.871095582,5.786420352,6.799738795,8.017389115,9,1.030209359,-0.025160542
77,104.4469308,100.2100578,95.53698613,92.00334266,87.45450571,85.3351722,83.18672666,82.81134147,81.28322743,79.70914691,0,1.014159699,1.985311638,2.994459465,4.020244252,4.809713511,6.003475455,6.990048103,7.967632725,9,0.441743163,-0.334770598
78,102.3076324,96.47669581,89.72706733,85.83634452,77.67721677,78.89994096,75.9136949,75.296326,75.03935515,71.22623729,0,0.911027544,2.136371852,3.036568019,4.117224221,4.849880258,5.867606875,7.035853272,7.94157245,9,0.159947873,-0.202399073
79,93.6110069,88.84067533,84.44685789,79.17452684,72.37014083,72.47272223,68.13903689,67.88531324,65.60414915,63.63545452,0,0.942206555,1.807638802,2.816074985,3.9695788,5.144312323,6.199887669,6.975061627,7.985264499,9,-0.643757046,-0.841707168
80,105.9701643,101.1740945,94.39426554,89.75355546,81.46649815,79.68162355,80.47193544,77.37409505,75.13293039,72.91565941,0,0.843109176,1.788442453,2.976863515,4.176077316,4.778663107,5.798087999,7.10000576,8.092859881,9,-1.232658186,0.56843193
81,102.9896735,94.8779799,90.77784392,85.45104417,78.6129399,74.23122303,73.32602893,72.1743012,73.32184834,70.92840046,0,1.078194499,2.008824718,2.996405349,4.131533922,5.165520098,5.814331703,7.072061674,8.135414352,9,0.580712536,1.442315912
82,102.1960279,99.12690132,92.91500356,89.80418322,83.71147831,80.88332055,78.42343231,80.23840126,79.81937187,75.43325739,0,0.877829985,1.90132289,2.951161836,4.233629634,4.975261548,5.751417414,7.12771637,7.881318853,9,0.310377262,0.502706072
83,100.3613764,96.20084449,89.74587126,85.0043621,82.34738727,78.75819136,75.99639356,75.74111387,74.15123828,73.3231439,0,0.801963814,2.03946866,2.99991017,4.014060868,5.131715653,6.115161568,7.1300913,7.941611917,9,-0.334978607,1.36147289
84,109.7968253,106.4216225,100.7488862,97.34714599,92.42774509,89.87534119,88.90760757,88.3469218,86.3356174,83.42156004,0,0.978042932,1.999507477,3.011137888,4.082020191,4.924431085,5.826156207,6.799520765,8.083014076,9,1.959961049,-0.344268779
85,98.92813144,93.83640773,88.90905062,82.61920503,79.61844629,77.84340479,77.22260267,74.5681,72.05371137,69.27029022,0,1.080236851,2.161282308,3.086977587,4.044055499,4.990129481,6.06315752,6.956176403,8.096645104,9,-1.309364718,0.723454923
86,102.3497896,98.04250292,95.90601199,91.72752457,88.71234312,84.32629942,85.36100177,84.70713026,85.35653107,82.76241485,0,1.236223007,1.91469775,2.96631025,3.953617607,4.996541739,5.826193618,6.775645163,8.085201543,9,0.278667715,0.711226284
87,99.11829364,95.34111873,90.34454356,85.88775071,79.85616134,76.8683403,73.1218745,73.94931633,69.48527946,67.99563794,0,0.91521614,1.91667027,2.928808492,4.174011044,4.793700384,6.01917201,6.83884252,7.834348567,9,0.692112586,0.556698617
88,107.5221549,102.9730913,95.74012366,93.19256131,89.59727837,88.34361576,85.11709624,84.59250473,83.11865181,81.73722629,0,0.965170134,2.199149453,2.975214156,4.004848307,4.979898882,5.801601074,7.071292816,7.972078611,9,0.692091686,0.966818252
89,98.94618287,93.59722638,89.34316728,85.10392869,81.32517313,75.00930471,75.66632568,72.20905607,73.5374216,73.76343768,0,1.056687967,2.052617272,3.117969964,3.779767999,4.977552418,5.757446782,6.961568571,7.977686635,9,0.43425678,-0.466177035
90,95.60465093,91.91283347,86.23959863,80.69914027,75.15248111,72.53367772,71.83129413,66.587038,65.92750307,62.33472284,0,0.768578919,1.922404287,3.208488235,4.140058323,5.242641871,6.068305117,7.215134294,7.750236129,9,-1.307218719,-1.13259498
91,97.14502136,92.31112159,91.15214986,85.08833852,83.71004412,80.25513237,79.35265699,78.80344696,74.95618729,74.40777726,0,1.173867204,1.862264128,3.131684245,3.78465209,5.180467167,6.103708255,6.916276203,8.111376233,9,-0.100430371,0.400157003
92,104.4085035,99.86379893,93.3272512,87.03583068,80.78035921,80.63797985,79.74117792,77.25722853,78.79269328,77.39488411,0,0.810471744,1.862939455,3.182715563,4.218155867,5.117645924,5.82545424,7.244555772,8.181152786,9,0.613008165,1.021742201
93,102.1470222,98.03380788,91.12365124,87.86705387,80.19707994,76.29193578,74.40583824,76.04263679,71.49014971,70.53273957,0,0.941565893,1.887118064,2.801477047,3.78755433,5.237018989,6.09320993,6.760304929,7.80507279,9,-0.049576601,0.857690729
94,96.938515,90.73363019,87.58212957,80.90692316,74.66132507,70.40960512,68.47661971,66.87557451,62.2846424,59.21950851,0,0.965581181,1.837314768,2.842545522,3.967574685,4.875351794,5.924156373,6.935821856,8.191393568,9,1.005426957,-0.064822945
95,99.18246212,95.26149996,86.49078308,81.85860694,75.53598848,71.43841064,69.80054421,69.5316824,70.41781923,66.46742456,0,0.88154718,1.932964476,2.961377609,3.891976984,4.836059635,6.098135908,6.813316911,8.117750883,9,0.526556449,-0.638081808
96,106.3812124,106.5011762,103.88931,100.5464979,97.7524181,99.70822525,97.90118894,95.20143591,93.69105866,92.33251927,0,0.924462083,1.901044752,3.112619877,3.923528661,4.85366065,5.939328393,7.068857142,7.757307702,9,0.590661869,0.56468323
97,102.095966,97.18700884,94.05372495,90.4735692,84.32069239,81.79341252,79.12739898,76.21968271,74.25435029,71.92757589,0,0.962908473,1.870688258,2.981594236,4.20991948,4.857851565,6.036785473,6.770762014,8.09450077,9,-1.381524621,0.595188567
98,98.06229785,95.19214158,93.49091611,91.22458138,84.07271491,84.69363774,82.66441081,83.0877477,83.33366142,82.50546874,0,1.027306425,1.757525103,2.762323178,4.054187301,4.781843523,6.197781236,7.242373251,8.236113902,9,-0.179224988,-0.253515945
99,104.0424524,97.21218513,89.30824956,82.5832213,73.0755384,70.91057001,68.84290704,68.84664455,63.40365343,62.13016145,0,0.793028572,1.796190461,2.834642061,4.05111085,4.919803908,6.06328065,6.962814878,7.773495494,9,-2.319611058,0.286679445
100,102.1024045,99.62917336,92.2274324,87.33026387,81.99266844,77.54747876,77.63605258,75.8383654,75.37920435,73.11895731,0,0.834527149,2.079142521,2.914094937,3.906856747,4.879490357,5.907206239,7.073692236,7.988209293,9,0.544851469,0.022939998
101,101.0704169,95.25692915,89.85532785,87.167898,78.96227593,74.31346475,73.87146334,69.7877321,68.81926006,63.16715442,0,1.085277112,1.969094334,2.883925055,4.089330554,5.17901795,5.998397507,7.084392904,7.815529315,9,-0.8669711,-0.383280338
102,103.3013015,100.7525687,97.92924494,92.51932851,88.69087946,88.13239065,88.21767796,86.51095368,85.96081736,84.00474741,0,0.855919687,1.877170384,2.983464192,4.149372221,5.211396905,6.20604093,6.842027793,7.975943413,9,-1.814375997,0.213373432
103,99.37734381,97.73172598,90.5667293,85.46158166,78.87580392,74.86047387,72.9684913,72.43579028,69.27271661,68.28359479,0,1.180986698,1.798575223,2.761973689,3.964236971,4.894168778,5.824564522,6.824438664,8.18354949,9,2.490616435,0.157552246
104,97.53352377,91.17448593,86.42098217,80.08519426,73.25435438,71.98186257,70.91234201,68.83488513,67.91424857,67.31851544,0,1.037014957,1.929229893,3.023951164,4.245134568,5.168509078,6.242075299,6.922762361,8.090620428,9,-1.206981916,-0.947380407
105,96.41566077,89.9166137,83.26168788,79.06343259,71.86154058,71.31042148,71.14398654,69.21408822,66.2258701,69.67626888,0,1.213057059,2.113625609,2.805992522,3.826108429,5.172362196,6.038110109,6.8140284,8.204729892,9,1.372896921,-0.361466556
106,96.81100909,92.01122741,86.728442,83.29918352,74.82821695,71.88203268,70.48941829,66.69349339,63.23677848,62.66095364,0,1.051581945,2.001676736,2.759632345,4.172479155,5.231101072,6.008862556,6.832379413,8.104907042,9,0.349322408,-0.210507926
107,99.91020633,97.11529096,93.26065504,87.16649066,82.81956677,79.71031029,80.02012841,79.77497591,76.39768686,75.58591481,0,0.776598101,1.938148429,3.107368987,4.048016922,5.220655936,5.762689121,7.016947255,8.201075771,9,1.155397303,-0.419915996
108,96.64704843,90.91564183,85.70105763,83.33114467,77.43683764,76.71544996,70.55992896,67.45866346,64.80594104,59.67573931,0,1.04193987,2.243656192,2.904665174,4.169392845,5.117916233,5.834297382,7.132621843,7.828104574,9,0.774630363,-1.151632038
109,103.4849121,99.71281963,97.18122187,93.71653945,89.54917364,88.1555812,86.55121976,87.77639473,86.29005696,82.82447632,0,0.971593235,1.848401429,2.864514291,3.834170733,4.847523721,6.091940174,6.993983517,7.850933259,9,-0.439409816,-0.295971025
